Tue Jan 20 00:49:24 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:2 P1:1 P2:0 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-0 | T5 disparada | Estado plazas: P0:1 P1:1 P2:7 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:1 P1:0 P2:8 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:1 P2:8 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-1 | T5 disparada | Estado plazas: P0:0 P1:1 P2:8 P3:0 P4:0 P5:0 P6:2 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-1 | T6 disparada | Estado plazas: P0:0 P1:1 P2:8 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:1 P2:8 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:0 P1:2 P2:8 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:1 P2:9 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-0 | T5 disparada | Estado plazas: P0:0 P1:1 P2:9 P3:0 P4:0 P5:0 P6:2 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-0 | T6 disparada | Estado plazas: P0:0 P1:1 P2:9 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:0 P2:10 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:0 P2:10 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-2 | T2 disparada | Estado plazas: P0:1 P1:0 P2:10 P3:0 P4:1 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-2 | T3 disparada | Estado plazas: P0:1 P1:0 P2:10 P3:0 P4:0 P5:1 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:0 P1:1 P2:10 P3:0 P4:0 P5:1 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:19 ART 2026 | Hilo: Worker-0 | T4 disparada | Estado plazas: P0:0 P1:1 P2:10 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T6 disparada | Estado plazas: P0:0 P1:1 P2:10 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:0 P2:11 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T2 disparada | Estado plazas: P0:0 P1:0 P2:11 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:1 P1:0 P2:11 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:0 P1:1 P2:11 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T3 disparada | Estado plazas: P0:0 P1:1 P2:11 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:1 P2:11 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:2 P2:11 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:1 P2:12 P3:1 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:0 P1:1 P2:12 P3:0 P4:0 P5:1 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:0 P1:1 P2:12 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:0 P2:13 P3:1 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T7 disparada | Estado plazas: P0:0 P1:0 P2:13 P3:0 P4:0 P5:1 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:1 P1:0 P2:13 P3:0 P4:0 P5:1 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:0 P1:1 P2:13 P3:0 P4:0 P5:1 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T4 disparada | Estado plazas: P0:0 P1:1 P2:13 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:0 P2:14 P3:1 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T2 disparada | Estado plazas: P0:0 P1:0 P2:14 P3:0 P4:1 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T3 disparada | Estado plazas: P0:0 P1:0 P2:14 P3:0 P4:0 P5:1 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T8 disparada | Estado plazas: P0:0 P1:0 P2:14 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:1 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:1 P1:0 P2:14 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T9 disparada | Estado plazas: P0:1 P1:0 P2:14 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T4 disparada | Estado plazas: P0:1 P1:0 P2:14 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:2 P1:0 P2:14 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T10 disparada | Estado plazas: P0:2 P1:0 P2:14 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:1 P1:1 P2:14 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:2 P1:1 P2:14 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:1 P1:2 P2:14 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:1 P1:1 P2:15 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:1 P1:0 P2:16 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T7 disparada | Estado plazas: P0:1 P1:0 P2:16 P3:1 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T5 disparada | Estado plazas: P0:1 P1:0 P2:16 P3:0 P4:0 P5:0 P6:1 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T6 disparada | Estado plazas: P0:1 P1:0 P2:16 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T8 disparada | Estado plazas: P0:1 P1:0 P2:16 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:1 P1:0 P2:16 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T10 disparada | Estado plazas: P0:1 P1:0 P2:16 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:0 P1:1 P2:16 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:1 P2:16 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:1 P1:0 P2:17 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:1 P2:17 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T5 disparada | Estado plazas: P0:0 P1:1 P2:17 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:1 P2:17 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:1 P1:0 P2:18 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T7 disparada | Estado plazas: P0:1 P1:0 P2:18 P3:0 P4:0 P5:0 P6:1 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:1 P1:0 P2:18 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-0 | T8 disparada | Estado plazas: P0:1 P1:0 P2:18 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:1 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:2 P1:0 P2:18 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:20 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:2 P1:0 P2:18 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:1 P1:1 P2:18 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:0 P1:2 P2:18 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:1 P2:19 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T7 disparada | Estado plazas: P0:0 P1:1 P2:19 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T10 disparada | Estado plazas: P0:0 P1:1 P2:19 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T8 disparada | Estado plazas: P0:0 P1:1 P2:19 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:1 P2:19 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:0 P1:2 P2:19 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T9 disparada | Estado plazas: P0:0 P1:2 P2:19 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T10 disparada | Estado plazas: P0:0 P1:2 P2:19 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:2 P2:19 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:1 P1:1 P2:20 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:1 P1:1 P2:20 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:1 P1:1 P2:20 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:2 P1:1 P2:20 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:2 P1:0 P2:21 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T7 disparada | Estado plazas: P0:2 P1:0 P2:21 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T8 disparada | Estado plazas: P0:2 P1:0 P2:21 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:1 P1:1 P2:21 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:1 P1:0 P2:22 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:1 P1:0 P2:22 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:1 P1:0 P2:22 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:0 P1:1 P2:22 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:0 P1:1 P2:22 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:1 P1:1 P2:22 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T10 disparada | Estado plazas: P0:1 P1:1 P2:22 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:2 P1:1 P2:22 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:1 P1:2 P2:22 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:1 P1:1 P2:23 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:1 P1:1 P2:23 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:1 P1:1 P2:23 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:2 P1:1 P2:23 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:1 P1:2 P2:23 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:1 P1:1 P2:24 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:1 P1:0 P2:25 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:1 P1:0 P2:25 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:0 P1:1 P2:25 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:0 P2:26 P3:2 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T6 disparada | Estado plazas: P0:0 P1:0 P2:26 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T5 disparada | Estado plazas: P0:0 P1:0 P2:26 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T7 disparada | Estado plazas: P0:0 P1:0 P2:26 P3:0 P4:0 P5:0 P6:1 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T6 disparada | Estado plazas: P0:0 P1:0 P2:26 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T8 disparada | Estado plazas: P0:0 P1:0 P2:26 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:2 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-0 | T9 disparada | Estado plazas: P0:0 P1:0 P2:26 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:2 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-1 | T10 disparada | Estado plazas: P0:0 P1:0 P2:26 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:3 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:0 P2:26 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:0 P1:1 P2:26 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:21 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:0 P2:27 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:1 P1:0 P2:27 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-0 | T7 disparada | Estado plazas: P0:1 P1:0 P2:27 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:2 P1:0 P2:27 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:1 P1:1 P2:27 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:1 P1:0 P2:28 P3:1 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-2 | T8 disparada | Estado plazas: P0:1 P1:0 P2:28 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-1 | T7 disparada | Estado plazas: P0:1 P1:0 P2:28 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:1 P2:28 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:1 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-1 | T8 disparada | Estado plazas: P0:0 P1:1 P2:28 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:2 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:0 P1:0 P2:29 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:2 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:0 P1:0 P2:29 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:2 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:0 P1:0 P2:29 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:2 P10:0 P11:1 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:0 P2:29 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:2 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:1 P2:29 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:2 P10:0 P11:0 
Tue Jan 20 00:59:22 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:0 P2:30 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:2 P10:0 P11:0 
